GLACIER,R,RMSE,MAE,Bias
G1,0.7971630734665685,0.32454996604176123,0.1872416692319984,0.11446242713990647
G2,0.8594060910040648,0.22071933520159706,0.12793383910775274,-0.01501457365052082
G3,0.6400736563615176,0.6878839333105615,0.5757433025954196,-0.5757185533665578
