GLACIER,R,RMSE,MAE,Bias
G1,0.8420411143219007,0.2912346265726337,0.18551557644737596,0.06512511695297427
G2,0.8523647250125047,0.33294181690452074,0.17755160364346126,0.1416758012880233
G3,0.5552954842710264,0.7425328106303283,0.6036876969383014,-0.5993387321538064
