GLACIER,R,RMSE,MAE,Bias,STD_real,STD_pred
G1,0.8793338619641005,0.24672948510557963,0.15709914334072253,0.01569156894813049,0.5168260320459359,0.4619692
G2,0.8943390902640028,0.31304505247989334,0.1782265900898766,0.1508317239581554,0.5309248946524565,0.33761784
G3,0.5960073492392346,0.698707071126579,0.5769243810618079,-0.5758564764396809,0.36257780826258995,0.484086
