GLACIER,R,RMSE,MAE,Bias
G1,0.7664648611068631,29.970871290656355,17.708544923434015,-9.944314430898563
G2,0.8143131594962587,25.520685530818756,13.417378521577826,-6.0078541936526975
G3,0.5658466332236984,64.5864668086556,51.76918123549082,51.765622287712354
